ID_BLOCO,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,ID_MENU
6aaa4e0c,Crateús,"-5.185494, -40.673171",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/6aaa4e0c.2_7.113803.jpg,,,54529ef7
9da13a23,Crateús,"-5.184183, -40.672552",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/9da13a23.2_7.114242.jpg,,,54529ef7
a13032b9,Crateús,"-5.184644, -40.672606",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/a13032b9.2_7.114335.jpg,,,54529ef7
787b2439,Crateús,"-5.184725, -40.672458",Obra,2,RUIM,Sem suporte,RUIM,1_BLOCO_Images/787b2439.2_7.114450.jpg,,,54529ef7
721ab41b,Crateús,"-5.184715, -40.672425",Obra,2,RUIM,Sem suporte,RUIM,1_BLOCO_Images/721ab41b.2_7.114521.jpg,,,54529ef7
bdc6058c,Crateús,"-5.184945, -40.672148",Obra,2,RUIM,Sem suporte,RUIM,1_BLOCO_Images/bdc6058c.2_7.114611.jpg,,,54529ef7
446ef3fd,Crateús,"-5.184920, -40.672105",Obra,3,RUIM,Sem suporte,RUIM,1_BLOCO_Images/446ef3fd.2_7.114637.jpg,,,54529ef7
722a48f2,Crateús,"-5.185016, -40.672030",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/722a48f2.2_7.114707.jpg,,,54529ef7
3e8135ac,Crateús,"-5.185048, -40.671810",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/3e8135ac.2_7.115126.jpg,,,54529ef7
2ea3f2b3,Crateús,"-5.185696, -40.670561",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/2ea3f2b3.2_7.115537.jpg,,,54529ef7
38538ee7,Crateús,"-5.185342, -40.670450",Advertência,1,BOM,Coluna simples,BOM,1_BLOCO_Images/38538ee7.2_7.120517.jpg,,,54529ef7
32ca3ae6,Crateús,"-5.185629, -40.670428",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/32ca3ae6.2_7.120626.jpg,,,54529ef7
fa1538ef,P1,"-5.185792, -40.670547",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/fa1538ef.2_7.120706.jpg,,,b32f90b7
ed89244e,P1,"-5.186121, -40.670492",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/ed89244e.2_7.120816.jpg,,,b32f90b7
a5576166,P1,"-5.186724, -40.671296",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/a5576166.2_7.121113.jpg,,,b32f90b7
592c9638,P1,"-5.186411, -40.671654",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/592c9638.2_7.121514.jpg,,,b32f90b7
38ce6360,P1,"-5.185281, -40.671165",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/38ce6360.2_7.121529.jpg,,,b32f90b7
5a5b5637,P1,"-5.184285, -40.670654",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/5a5b5637.2_7.121736.jpg,,,b32f90b7
d8363ba1,P1,"-5.184120, -40.671497",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/d8363ba1.2_7.122013.jpg,,,b32f90b7
37b67778,P1,"-5.184101, -40.671532",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/37b67778.2_7.122030.jpg,,,b32f90b7
6d23fc85,Crateús,"-5.190546, -40.676186",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/6d23fc85.2_7.123516.jpg,,,54529ef7
f8c92d31,Crateús,"-5.190574, -40.674623",Regulamentar,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/f8c92d31.2_7.124321.jpg,,,54529ef7
e26cb48c,Crateús,"-5.190404, -40.674655",Regulamentar,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/e26cb48c.2_7.124417.jpg,,,54529ef7
f256d7a5,Crateús,"-5.188403, -40.673520",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/f256d7a5.2_7.124724.jpg,,,54529ef7
c02b3111,Crateús,"-5.188216, -40.673516",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/c02b3111.2_7.124832.jpg,,,54529ef7
41635cc3,Crateus-CE,"-5.190603, -40.676936",Advertência,1,BOM,Poste H,BOM,1_BLOCO_Images/41635cc3.2_7.130443.jpg,,,be9036ba
26bbb4f4,Crateus-CE,"-5.190939, -40.676716",Advertência,1,BOM,Poste H,BOM,1_BLOCO_Images/26bbb4f4.2_7.130446.jpg,,,be9036ba
fa6d7db5,Crateus-CE,"-5.191110, -40.676696",Indicativa,1,RUIM,Barrote duplo,RUIM,1_BLOCO_Images/fa6d7db5.2_7.130449.jpg,,"Barrote não está quebrado, mas está velho.",be9036ba
8debead8,Crateus-CE,"-5.190145, -40.676380",Advertência,1,BOM,Poste H,BOM,1_BLOCO_Images/8debead8.2_7.130451.jpg,,,be9036ba
1a071d96,Crateus-CE,"-5.189951, -40.676408",Advertência,1,BOM,Poste H,BOM,1_BLOCO_Images/1a071d96.2_7.130454.jpg,,Placa formato irregular. Indica advertência com forma losangular,be9036ba
01e9a18b,Crateus-CE,"-5.189827, -40.676315",Advertência,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/01e9a18b.2_7.130458.jpg,,,be9036ba
272e96be,Crateus-CE,"-5.189574, -40.676060",Advertência,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/272e96be.2_7.130501.jpg,,,be9036ba
8a926b5e,Crateus-CE,"-5.188742, -40.675779",Advertência,1,BOM,Poste H,BOM,1_BLOCO_Images/8a926b5e.2_7.130505.jpg,,Placa um pouco suja,be9036ba
0c58c708,Crateus-CE,"-5.188377, -40.675773",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/0c58c708.2_7.130508.jpg,,Placa regulamentar em formato losangular,be9036ba
282364a0,Crateus-CE,"-5.187572, -40.675232",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/282364a0.2_7.130511.jpg,,,be9036ba
0da77bee,Crateus-CE,"-5.187899, -40.674500",Regulamentar,1,RUIM,Coluna simples,RUIM,1_BLOCO_Images/0da77bee.2_7.130514.jpg,,,be9036ba
ceb41e37,Crateus-CE,"-5.187695, -40.674394",Indicativa,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/ceb41e37.2_7.130517.jpg,,Placa feita com adesivo e a mão,be9036ba
aff4fd0f,Crateus-CE,"-5.187847, -40.674191",Indicativa,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/aff4fd0f.2_7.130519.jpg,,Placa feita com adesivo e pintada a mão,be9036ba
282436fb,Crateus-CE,"-5.187782, -40.674136",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/282436fb.2_7.130522.jpg,,,be9036ba
7981e45a,Crateus-CE,"-5.188900, -40.674949",Advertência,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/7981e45a.2_7.130525.jpg,,,be9036ba
5ea5698d,Crateus-CE,"-5.188966, -40.675184",Indicativa,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/5ea5698d.2_7.130527.jpg,,,be9036ba
11d4b600,Crateus-CE,"-5.189040, -40.675125",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/11d4b600.2_7.130530.jpg,,,be9036ba
82a1ca16,Crateus-CE,"-5.189512, -40.675316",Regulamentar,3,RUIM,Poste H,BOM,1_BLOCO_Images/82a1ca16.2_7.130532.jpg,,Placas novas mas com adesivos,be9036ba
90f6d402,Crateus-CE,"-5.189739, -40.675951",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/90f6d402.2_7.130534.jpg,,,be9036ba
f72b36c5,Crateus-CE,"-5.189768, -40.675978",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/f72b36c5.2_7.130537.jpg,,Toldo atrapalhando à visão,be9036ba
9aa7804e,Crateus-CE,"-5.189978, -40.675610",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/9aa7804e.2_7.130539.jpg,,,be9036ba
710dc603,Crateus-CE,"-5.190234, -40.675091",Indicativa,1,RUIM,Barrote duplo,RUIM,1_BLOCO_Images/710dc603.2_7.130542.jpg,,,be9036ba
87225386,Crateus-CE,"-5.190252, -40.675246",Indicativa,1,RUIM,Coluna simples,BOM,1_BLOCO_Images/87225386.2_7.130544.jpg,,,be9036ba
5bcb8a85,Crateus-CE,"-5.190272, -40.675248",Indicativa,1,RUIM,Coluna simples,BOM,1_BLOCO_Images/5bcb8a85.2_7.130548.jpg,,Estacionamento idoso do prédio da justiça do trabalho,be9036ba
f8953143,Crateus-CE,"-5.190276, -40.675247",Indicativa,1,RUIM,Coluna simples,BOM,1_BLOCO_Images/f8953143.2_7.130550.jpg,,Estacionamento de gestante do prédio da justiça do trabalho,be9036ba
58178b96,Crateus-CE,"-5.190427, -40.676103",Indicativa,1,BOM,Barrote duplo,BOM,1_BLOCO_Images/58178b96.2_7.130553.jpg,,,be9036ba
f19e6f7e,Crateus-CE,"-5.190499, -40.676348",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/f19e6f7e.2_7.130558.jpg,,,be9036ba
1341a7de,Crateus-CE,"-5.184324, -40.660306",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/1341a7de.2_7.133158.jpg,,,be9036ba
32284ecf,Crateus-CE,"-5.184323, -40.660281",Regulamentar,2,BOM,Poste H,BOM,1_BLOCO_Images/32284ecf.2_7.133346.jpg,,Placa suja,be9036ba
d223437e,Crateus-CE,"-5.184258, -40.660291",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/d223437e.2_7.133536.jpg,,Placa apenas com um adesivo,be9036ba
9619ce2c,Crateus-CE,"-5.184259, -40.660231",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/9619ce2c.2_7.133639.jpg,,,be9036ba
db85ee2b,Crateus-CE,"-5.184230, -40.661572",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/db85ee2b.2_7.134117.jpg,,,be9036ba
fe0eee76,Crateus-CE,"-5.184302, -40.661551",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/fe0eee76.2_7.134227.jpg,,,be9036ba
92478f31,Crateús,"-5.175773, -40.671435",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/92478f31.2_7.134245.jpg,,,54529ef7
76a8faa0,Crateús,"-5.175734, -40.671397",Advertência,2,RUIM,Coluna simples,BOM,1_BLOCO_Images/76a8faa0.2_7.134325.jpg,,,54529ef7
0a0e9aa4,Crateus-CE,"-5.184229, -40.661947",Advertência,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/0a0e9aa4.2_7.134407.jpg,,,be9036ba
ed8856e4,Crateús,"-5.175516, -40.671508",Advertência,2,RUIM,Coluna simples,BOM,1_BLOCO_Images/ed8856e4.2_7.134442.jpg,,,54529ef7
9ec7f242,Crateus-CE,"-5.184173, -40.662340",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/9ec7f242.2_7.134538.jpg,,,be9036ba
7e2a7955,Crateus-CE,"-5.184205, -40.662350",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/7e2a7955.2_7.134620.jpg,,,be9036ba
21a12b79,Crateús,"-5.176299, -40.671753",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/21a12b79.2_7.134751.jpg,,,54529ef7
5253fe4d,Crateús,"-5.176397, -40.671839",Regulamentar,2,BOM,Poste H,BOM,1_BLOCO_Images/5253fe4d.2_7.134820.jpg,,,54529ef7
673e39bb,Crateús,"-5.176392, -40.671842",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/673e39bb.2_7.134845.jpg,,,54529ef7
6170ac43,Crateus-CE,"-5.185112, -40.662887",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/6170ac43.2_7.134908.jpg,,,be9036ba
db3169bd,Crateús,"-5.176411, -40.671795",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/db3169bd.2_7.134917.jpg,,,54529ef7
2ddd11a9,Crateus-CE,"-5.185387, -40.662948",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/2ddd11a9.2_7.135009.jpg,,,be9036ba
894cab00,Crateús,"-5.176738, -40.671968",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/894cab00.2_7.135017.jpg,,,54529ef7
48b9373f,Crateús,"-5.177134, -40.672156",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/48b9373f.2_7.135116.jpg,,,54529ef7
2c098b4d,Crateús,"-5.177448, -40.672375",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/2c098b4d.2_7.135205.jpg,,,54529ef7
e6b89375,Crateús,"-5.178076, -40.672710",Advertência,1,BOM,Poste H,BOM,1_BLOCO_Images/e6b89375.2_7.135348.jpg,,,54529ef7
64cec118,Crateús,"-5.177845, -40.673003",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/64cec118.2_7.135441.jpg,,,54529ef7
883ac36c,Crateús,"-5.176279, -40.672235",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/883ac36c.2_7.135801.jpg,,,54529ef7
5f70e5c1,Crateus-CE,"-5.182433, -40.662462",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/5f70e5c1.2_7.140053.jpg,,,be9036ba
dc3e8b96,Crateús,"-5.178184, -40.673366",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/dc3e8b96.2_7.140215.jpg,,,54529ef7
a92ab091,Crateus-CE,"-5.181996, -40.661987",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/a92ab091.2_7.140330.jpg,,,be9036ba
5989b4ef,Crateús,"-5.178096, -40.674411",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/5989b4ef.2_7.140406.jpg,,,54529ef7
b1f012f8,Crateus-CE,"-5.182028, -40.661993",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/b1f012f8.2_7.140419.jpg,,,be9036ba
3675124a,Crateus-CE,"-5.182060, -40.661908",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/3675124a.2_7.140626.jpg,,Placa em frente a rua Dr. Gomes Coutinho,be9036ba
de8efe52,Crateús,"-5.178767, -40.673838",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/de8efe52.2_7.140933.jpg,,,54529ef7
aa3a5c42,Crateus-CE,"-5.183185, -40.663407",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/aa3a5c42.2_7.141221.jpg,,,be9036ba
fcbdbbe7,Crateús,"-5.179704, -40.674364",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/fcbdbbe7.2_7.141526.jpg,,,54529ef7
8246bfc1,Crateus-CE,"-5.183282, -40.663448",Advertência,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/8246bfc1.2_7.141538.jpg,,"Placa foi pixada, mas apagaram a tinta",be9036ba
b04f1353,Crateús,"-5.179816, -40.674224",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/b04f1353.2_7.141615.jpg,,,54529ef7
567cf5b1,Crateús,"-5.179915, -40.673978",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/567cf5b1.2_7.141651.jpg,,,54529ef7
7ba3843f,Crateús,"-5.179899, -40.673852",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/7ba3843f.2_7.141716.jpg,,,54529ef7
91881a76,Crateús,"-5.180160, -40.673613",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/91881a76.2_7.141810.jpg,,,54529ef7
8c8b1938,Crateús,"-5.180144, -40.673461",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/8c8b1938.2_7.141928.jpg,,,54529ef7
089d55e9,Crateús,"-5.180479, -40.672943",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/089d55e9.2_7.142046.jpg,,,54529ef7
39419782,Crateus-CE,"-5.183452, -40.663605",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/39419782.2_7.142114.jpg,,Placa um pouco amarelada,be9036ba
f871e488,Crateús,"-5.180470, -40.672777",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/f871e488.2_7.142124.jpg,,,54529ef7
44370191,Crateús,"-5.180861, -40.672186",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/44370191.2_7.142252.jpg,,,54529ef7
889732d3,Crateús,"-5.180855, -40.671995",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/889732d3.2_7.142352.jpg,,,54529ef7
4349fbaa,Crateús,"-5.181305, -40.671320",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/4349fbaa.2_7.142529.jpg,,,54529ef7
0165b07c,Crateús,"-5.180989, -40.671647",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/0165b07c.2_7.142726.jpg,,,54529ef7
aa6d55bd,Crateús,"-5.180140, -40.671706",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/aa6d55bd.2_7.142931.jpg,,,54529ef7
5dacdd8b,Crateus-CE,"-5.182123, -40.663413",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/5dacdd8b.2_7.142953.jpg,,Placa um pouco suja,be9036ba
1ca8be56,Crateús,"-5.180114, -40.671675",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/1ca8be56.2_7.142954.jpg,,,54529ef7
31f47ca7,Crateús,"-5.180108, -40.671571",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/31f47ca7.2_7.143034.jpg,,,54529ef7
a99911af,Crateus-CE,"-5.182006, -40.663503",Advertência,1,BOM,Poste H,BOM,1_BLOCO_Images/a99911af.2_7.143049.jpg,,,be9036ba
f1ef1caf,Crateús,"-5.180341, -40.671278",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/f1ef1caf.2_7.143126.jpg,,,54529ef7
0ed87a9b,Crateus-CE,"-5.181997, -40.663553",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/0ed87a9b.2_7.143130.jpg,,,be9036ba
ce4f77a6,Crateús,"-5.180308, -40.671285",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/ce4f77a6.2_7.143159.jpg,,,54529ef7
759a2d3c,Crateús,"-5.180469, -40.670914",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/759a2d3c.2_7.143247.jpg,,,54529ef7
9b9c8787,Crateus-CE,"-5.181994, -40.663645",Regulamentar,1,RUIM,Poste H,RUIM,1_BLOCO_Images/9b9c8787.2_7.143249.jpg,,,be9036ba
eb35b5c2,Crateus-CE,"-5.181964, -40.663931",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/eb35b5c2.2_7.143447.jpg,,,be9036ba
629a7237,Crateus-CE,"-5.181808, -40.663472",Regulamentar,1,RUIM,Poste cilíndrico,BOM,1_BLOCO_Images/629a7237.2_7.143726.jpg,,,be9036ba
479166bb,Crateús,"-5.179771, -40.671590",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/479166bb.2_7.143812.jpg,,,54529ef7
318f0f28,Crateus-CE,"-5.181572, -40.663558",Regulamentar,1,RUIM,Poste cilíndrico,BOM,1_BLOCO_Images/318f0f28.2_7.143917.jpg,,Placa de frente a rua Pres. José Linhares,be9036ba
914ee2b8,Crateús,"-5.179307, -40.671301",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/914ee2b8.2_7.143943.jpg,,,54529ef7
2f63eb84,Crateús,"-5.179268, -40.671329",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/2f63eb84.2_7.144150.jpg,,,54529ef7
81d4b06b,Crateús,"-5.179468, -40.671460",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/81d4b06b.2_7.144227.jpg,,,54529ef7
b50d3b55,Crateús,"-5.179377, -40.672545",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/b50d3b55.2_7.144619.jpg,,,54529ef7
f60263b1,Crateús,"-5.179402, -40.672792",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/f60263b1.2_7.144649.jpg,,,54529ef7
218568c0,Crateús,"-5.179254, -40.672904",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/218568c0.2_7.144720.jpg,,,54529ef7
f5f1bb81,Crateus-CE,"-5.179943, -40.665215",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/f5f1bb81.2_7.144933.jpg,,,be9036ba
dd389994,Crateús,"-5.180039, -40.671778",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/dd389994.2_7.144959.jpg,,,54529ef7
0caa7337,Crateus-CE,"-5.179327, -40.665730",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/0caa7337.2_7.145131.jpg,,,be9036ba
3ccd76c7,Crateús,"-5.179602, -40.672531",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/3ccd76c7.2_7.145208.jpg,,,54529ef7
e5b011bb,Crateús,"-5.179689, -40.672467",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/e5b011bb.2_7.145229.jpg,,,54529ef7
74fb4ab4,Crateus-CE,"-5.178866, -40.665939",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/74fb4ab4.2_7.145253.jpg,,,be9036ba
3c1708fc,Crateus-CE,"-5.178575, -40.665818",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/3c1708fc.2_7.145449.jpg,,Suporte está um pouco inclinado,be9036ba
baec3d16,Crateus-CE,"-5.178520, -40.665587",Advertência,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/baec3d16.2_7.145653.jpg,,,be9036ba
2e41038d,Crateús,"-5.178530, -40.672488",Advertência,1,BOM,Poste cilíndrico,BOM,1_BLOCO_Images/2e41038d.2_7.145853.jpg,,,54529ef7
27fd7e73,Crateus-CE,"-5.179181, -40.665164",Regulamentar,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/27fd7e73.2_7.145855.jpg,,Suporte danificado,be9036ba
f32e88db,Crateús,"-5.178402, -40.672400",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/f32e88db.2_7.145945.jpg,,,54529ef7
f394a345,Crateus-CE,"-5.179238, -40.665166",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/f394a345.2_7.145955.jpg,,,be9036ba
45e41bad,Crateus-CE,"-5.179251, -40.665155",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/45e41bad.2_7.150049.jpg,,,be9036ba
